handle,public_url,title,city_guess,channel_type_guess,likely_individual_shop,parseable_score,quote_post_count,has_phone,has_address,has_website,last_seen_text_sample,status
karyabiiraqiran_hasanzadeh,https://t.me/s/karyabiiraqiran_hasanzadeh,کاریابی عراق حسن زاده,unknown,unclear,False,0,0,False,True,True,,ok_no_text
kukh_alomlat,https://t.me/s/kukh_alomlat,شركة القصر للصرافة,unknown,market_price_channel,False,86,16,True,False,True,زبننأنا الكرام بعد غلق تطبيق التلكرام يمكنم متابعة اسعار الدولار والعملات واخبار الراوتب عبر قناتنا على الواتساب https://whatsapp.com/channel/0029VbBvFUDDp2QCEsZO0p2n ‏‌‎ ⭕️ ⭕️ سعر الان ⭕️ ⭕️ ‎‌‏‌‎‌‏‌‎‌‏‌‎‌‏‌‎‌‏‌‎‌‏‌‎‌‏‌‎‌‏‌‎سعر الصرف العمل,ok
live_proxy_channel,https://t.me/s/live_proxy_channel,Live Proxy | MTProto,unknown,unclear,False,15,0,True,False,True,Country: United States 🇺🇸 Proxy Link : https://t.me/proxy?server=137.220.48.103&port=443&secret=f09009648a7027384281126b6ce46f15 @live_proxy_channel,ok
lydollar,https://t.me/s/lydollar,اسعار الدولار و العملات الاجنبية في ليبيا سوق المشير,Mashhad,unclear,False,15,0,True,False,True,🟢 (اليوم الأثنين)2026/04/13{اخر تحديث} ⏰ 12:55 💵 الدولار=7.71 دينار 🔻 ⚡️ 💶 اليورو=8.95 دينار 🔻 ⚡️ 🌐 👉 @lydollar,ok
matinmm_354,https://t.me/s/matinmm_354,Matin,unknown,unclear,False,0,0,False,True,True,,ok_no_text
mbvz1,https://t.me/s/mbvz1,Ma You,unknown,unclear,False,0,0,False,True,True,,ok_no_text
mfairan,https://t.me/s/mfairan,سخنگو,unknown,unclear,False,15,0,True,False,True,ترغیب به تروریسم دولتی و اخاذی در حین مذاکره اسماعیل بقائی سخنگوی وزارت امور خارجه با اشاره به مقاله مندرج در یکی از رسانه‌های تندروی آمریکایی که مذاکره‌کنندگان ایرانی را تهدید به ترور کرده است، در شبکه ایکس نوشت: در حالی که مقامات آمریکایی,ok
mirzabaneh_bot,https://t.me/s/mirzabaneh_bot,فیلتر شکن Mirza,unknown,unclear,False,0,0,False,True,True,,ok_no_text
mohamadamin_taghavi,https://t.me/s/mohamadamin_taghavi,,unknown,unclear,False,0,0,False,False,False,,not_crawled
mohammad_vahidirad,https://t.me/s/mohammad_vahidirad,,unknown,unclear,False,0,0,False,False,False,,not_crawled
mohsennajarii,https://t.me/s/mohsennajarii,مدیر کاریابی کوردستان عراق محسن نجاری,unknown,unclear,False,0,0,False,True,True,,ok_no_text
navadeeghtesadi,https://t.me/s/navadeeghtesadi,نود اقتصادی,Dubai,unclear,False,15,0,False,False,True,🇮🇷 فایننشال تایمز: جنگ ایران، نقطه ضعف دلار را آشکار کرد 💰 یک ضرب‌المثل قدیمی در میان بانکداران وجود دارد که به نظر می‌رسد این روزها به‌شدت با وضعیت ژئوپلیتیک جهان همخوانی دارد. همان‌طور که در تاریخچه بانک مرکزی انگلیس به روایت دیوید کیناست,ok
navadeeghtesadi_admin,https://t.me/s/navadeeghtesadi_admin,,unknown,unclear,False,0,0,False,False,False,,not_crawled
navasanchannel,https://t.me/s/navasanchannel,نوسان - اعلان لحظه ای نرخ ارز و سکه,unknown,market_price_channel,False,76,14,False,False,True,"💵 دلار آمریکا فروش 🔴 : 160,100 تومان 💵 دلار آمریکا خرید 🔵 : 159,700 تومان 💶 یورو فروش : 187,120 تومان دلار کانادا فروش 🇨🇦 : 118,280 تومان درهم امارات 🇦🇪 : 44,010 تومان سکه امامی ✴️ : 188,000,000 تومان سکه بهار آزادی ✴️ : 178,000,000 تومان ن",ok
nerkhedolar1,https://t.me/s/nerkhedolar1,دلار فردایی تهران,Tehran,individual_exchange_shop,True,92,19,False,False,True,"💸 دلار فردایی تهران 💵 158,‌‌‌000 خـرید 💸 💸 دلار فردایی تهران 💵 158,‌050 فروش 💵 💸 دلار فردایی تهران 💵 158,000 معامله ✅",ok
nerkhtetheruk,https://t.me/s/nerkhtetheruk,نرخ ارز دیجیتال تتر لندن,London,individual_exchange_shop,True,89,14,True,True,True,". ⭕️ گزارش قیمت ارزهای دیجیتال | سه شنبه 18 فروردین 1405 - 11:00 ◽️ بیت کوین : 109,900,466,000 ریال ◽️ بیت کوین : 68,563.52 تتر ◽️ اتریوم : 3,369,728,600 ریال ◽️ اتریوم : 2,102.27 تتر ◽️ تتر : 1,604,820 ریال ◽️ تتر : 1. تتر ◽️ دش : 48,840,4",ok
nerkhyabkhorasanmarket,https://t.me/s/nerkhyabkhorasanmarket,نرخ یاب خراسان مارکت,Tehran,unclear,False,14,0,True,True,True,هرات تومان چک 💎 0.66 خرید 0.67 فروش,ok
new_onlin,https://t.me/s/new_onlin,قیمت آنلاین ارز،طلا_خودرو,Tehran,dealer_network_channel,False,51,6,False,False,True,"‼️ نرخ ، سکه و طلا در بازار سکه جدید: 203,500 هـ.تومان سکه قدیم: 199,800 هـ.تومان سکه نیم: 104,500 هـ.تومان سکه ربع: 58,800 هـ.تومان سکه گرمی: 29,000 هـ.تومان مثقال طلا: 88,500 هـ.تومان گرم ۱۸ عیار: 20,430 هـ.تومان اونس: 5,191 دلار @ir_dola",ok
news8322,https://t.me/s/news8322,,unknown,unclear,False,0,0,False,False,False,,not_crawled
nrxidolar,https://t.me/s/nrxidolar,💰نرخی دولار nrxi dolar💰,unknown,unclear,False,24,0,False,False,True,"بۆڕسەی هەولێر 153,500 به سوور",ok
oneiq1,https://t.me/s/oneiq1,واحد عراق,London,unclear,False,14,0,False,True,True,"لوحة إعلانية كبيرة في ساحة ""ونك"" بطهران تعرض رسائل تؤكد أن مضيق هرمز ""سيبقى في يد إيران"" و""تحت سيطرتها إلى الأبد""، دون أن يتمكن ترمب من فعل أي شيئ",ok
otetmarkets_bot,https://t.me/s/otetmarkets_bot,Otet Markets,unknown,unclear,False,0,0,False,True,True,,ok_no_text
parsian_adm,https://t.me/s/parsian_adm,,unknown,unclear,False,0,0,False,False,False,,not_crawled
parsian_adm1,https://t.me/s/parsian_adm1,,unknown,unclear,False,0,0,False,False,False,,not_crawled
parsiansarafi,https://t.me/s/parsiansarafi,گروه بزرگ صرافی پارسیان,unknown,unclear,False,0,0,False,True,True,,ok_no_text
parsvpn_1bot,https://t.me/s/parsvpn_1bot,,unknown,unclear,False,0,0,False,False,False,,not_crawled
pashagoldd,https://t.me/s/pashagoldd,Pasha Gold🕸️نرخی دراوەکان,unknown,unclear,False,55,2,False,False,True,"‎ ▫️ نرخی یەک #ئۆنسە_زیو = 75.93 دۆلار نرخی یەک #کیلۆ #زیو = 2,441 دۆلار 🪙 زيوى مەڕمەڕە = 2608 دۆلار 🪙 زیوی پاڵم = 2604 دۆلار https://t.me/pashagoldd",ok
pinay_tambayan,https://t.me/s/pinay_tambayan,PINAY TAMBAYAN,unknown,unclear,False,11,0,False,False,True,Channel created,ok
pinayrecordsunzip,https://t.me/s/pinayrecordsunzip,Pinay Records / Unzip,unknown,unclear,False,0,0,False,True,True,,ok_no_text
poshtkhati_dollar,https://t.me/s/poshtkhati_dollar,مظنه پشت خطی دلار,Tehran,individual_exchange_shop,True,76,13,False,False,True,"دلار هرات فردایی ⏳ : 🔵 157,900 خریـــدار 🔴 158,000 فروشنده",ok
profstefanhockertz,https://t.me/s/profstefanhockertz,Prof.Dr.Stefan Hockertz Original,unknown,unclear,False,0,0,False,True,True,,ok_no_text
pusdt12,https://t.me/s/pusdt12,Pedram,unknown,unclear,False,0,0,False,True,True,,ok_no_text
qarxis9,https://t.me/s/qarxis9,Raaxo,unknown,unclear,False,0,0,False,True,True,,ok_no_text
qemat_abshoda,https://t.me/s/qemat_abshoda,,unknown,unclear,False,0,0,False,False,False,,not_crawled
qolkawasmadasomali,https://t.me/s/qolkawasmadasomali,Somali Wasmo,unknown,unclear,False,10,0,False,False,True,Channel created,ok
rapsanet,https://t.me/s/rapsanet,Rapsanet TV,unknown,unclear,False,0,0,False,True,True,,ok_no_text
revalhub,https://t.me/s/revalhub,Telegram: Contact @revalhub,unknown,unclear,False,0,0,False,True,True,,ok_no_text
rtnews,https://t.me/s/rtnews,Telegram: Contact @rtnews,unknown,unclear,False,0,0,False,True,True,,ok_no_text
sa_j1984,https://t.me/s/sa_j1984,Dr.,unknown,unclear,False,0,0,False,True,True,,ok_no_text
sab6975,https://t.me/s/sab6975,Telegram: Contact @sab6975,unknown,unclear,False,0,0,False,True,True,,ok_no_text
sadaf16,https://t.me/s/sadaf16,,unknown,unclear,False,0,0,False,False,False,,not_crawled
sadafhotel,https://t.me/s/sadafhotel,,unknown,unclear,False,0,0,False,False,False,,not_crawled
sadafhotel16,https://t.me/s/sadafhotel16,Sadaf International Hotel,Qom,unclear,False,12,0,True,True,True,بسم تعالی تقویم تاریخ امروز‌ پنج شنبه، 20 حمل سال ۱۴۰۵ هجری خورشیدی، مطابق با 9 اپریل سال ۲۰۲۶، برابر است با بیست و دوم ماه شوال سال ۱۴۴۷ می‌باشد.,ok
saderat_iraq,https://t.me/s/saderat_iraq,صادرات عراق,unknown,unclear,False,0,0,False,True,True,,ok_no_text
saf8980,https://t.me/s/saf8980,Safa,unknown,unclear,False,0,0,False,True,True,,ok_no_text
sarafha_admin,https://t.me/s/sarafha_admin,Sarafha,unknown,unclear,False,0,0,False,True,True,,ok_no_text
sarafha_com,https://t.me/s/sarafha_com,نرخ لحظه ای ارز و طلا,unknown,aggregator,False,91,16,False,False,True,"🔸 دلار آمریکا : 158,500 🔸 تتر : 157,100 🔸 یورو : 185,880 🔸 دلار کانادا : 114,510 🔸 پوند انگلیس : 213,260 🔸 درهم امارات : 43,570 🔸 یوآن چین : 23,210 🔸 لیر ترکیه : 3,550 🔸 سکه امامی : 188,000,000 🔸 اونس طلا : 5,305.41 🔸 اونس نقره : 76.01 🔸 نی",ok
sarafha_rate,https://t.me/s/sarafha_rate,کانال قیمت لحظه ای دلار، یورو، سکه و طلا,unknown,aggregator,False,69,12,False,True,True,"🔸 دلار آمریکا : 83,650 🔸 دلار کانادا : 61,250 🔸 یورو : 95,590 🔸 پوند انگلیس : 113,590 🔸 درهم امارات : 22,990 🔸 یوآن چین : 11,650 🔸 لیر ترکیه : 2,125 🔸 سکه امامی : 73,700,000 🔸 اونس طلا : 3,383 🔸 نیم سکه : 41,700,000 🔸 ربع سکه : 23,900,000 🔸",ok
sarafionline7groupuk,https://t.me/s/sarafionline7groupuk,Nerkh Sarafi Online 7 Group Uk,London,individual_exchange_shop,True,88,13,True,False,True,". ⭕️ قیمت ارزهای آزاد | سه شنبه 18 فروردین 1405 - 11:10 🇺🇸 دلار : 1,569,900 ریال 🇪🇺 یورو : 1,812,400 ریال 🇬🇧 پوند انگلیس : 2,078,500 ریال 🇦🇪 درهم امارات : 427,620 ریال 🇹🇷 لیر ترکیه : 35,200 ریال 🇨🇭 فرانک سوئیس : 1,963,800 ریال 🇩🇰 کرون دانما",ok
sarafionlineuk,https://t.me/s/sarafionlineuk,Sarafi Online 7 Seven Uk,London,individual_exchange_shop,True,91,16,True,True,True,"09/05/2026 ‌‏ ‎نرخ پوند امروز لندن ‎خريد حساب رسمی: 190,000 ‎خريد حساب ۵،۰۰۰: 185,000 ‎ خريد آنلاین ۲،۰۰۰ 180,000 ‎خر يد پوند نقدی: 175,000 ——— ‎فروش پوند نقدی:200,000 ‎فروش حساب عادی:205,000 ‎ فروش حساب فوری 210,000 ‎فروش حساب رسمی:215,000",ok
sarai_shahzada_rate,https://t.me/s/sarai_shahzada_rate,🇦🇫 گروپ نرخیاب سرای شهزاده کابل افغانستان 🇦🇫,unknown,unclear,False,0,0,False,True,True,,ok_no_text
selidol,https://t.me/s/selidol,نرخ دلار سلیمانیه,unknown,market_price_channel,False,82,15,False,False,True,"شنبه ▫️ 162,700 خرید 🔵",ok
sepehrmedia_ads,https://t.me/s/sepehrmedia_ads,,unknown,unclear,False,0,0,False,False,False,,not_crawled
sexsudanie,https://t.me/s/sexsudanie,نيك سوداني🔥🔞🔞,unknown,unclear,False,11,0,False,False,True,Channel created,ok
shafilm,https://t.me/s/shafilm,Shafilm,unknown,unclear,False,14,0,True,True,True,بینەرانمان بەلای ئێمەوە گرنگترینن! 🔥 😍 دوابەدوای داواکاری بەردەوامتان، زنجیرەکە نایابەکە گەڕایەوە 🔥 ئێستا ئەڵقەی ١٢ تا ١٦ و کۆتایی بەردەستە و دەتوانن بینەری تەواوی وەرزی سێیەمی زنجیرە ژێرنووسکراوی کوردی ( سەروو سروشتی ) ببن بە باشترین کوالێ,ok
shuger5,https://t.me/s/shuger5,ሹገር ማሚ እና ሹገር ዳዲ🤑,unknown,unclear,False,11,0,True,False,True,📞 +251984065889,ok
smarttrader_gold,https://t.me/s/smarttrader_gold,SMART TRADER_GOLD,unknown,unclear,False,0,0,False,True,True,,ok_no_text
smarttrader_support2,https://t.me/s/smarttrader_support2,Smart Trader Support2 🛠,unknown,unclear,False,0,0,False,True,True,,ok_no_text
sohi_rsd,https://t.me/s/sohi_rsd,Sohi,unknown,unclear,False,0,0,False,True,True,,ok_no_text
sohrab_ros,https://t.me/s/sohrab_ros,Telegram: Contact @sohrab_ros,unknown,unclear,False,0,0,False,True,True,,ok_no_text
sohrab_tehrani,https://t.me/s/sohrab_tehrani,💠Sohrab Tehrani▪️,Tehran,unclear,False,0,0,False,True,True,,ok_no_text
somalinud,https://t.me/s/somalinud,SOMALI NUDE 🔞❓,unknown,unclear,False,11,0,False,False,True,Channel created,ok
somaliqarxis252,https://t.me/s/somaliqarxis252,Qarxis,unknown,unclear,False,10,0,False,False,True,Channel created,ok
soomaaliqarxis,https://t.me/s/soomaaliqarxis,QOLKA QARXISKA,unknown,unclear,False,11,0,False,False,True,Channel created,ok
souqeldahb24,https://t.me/s/souqeldahb24,قناه سوق الدهب SOUQ ELDAHB,unknown,unclear,False,20,0,True,False,True,الشاشة العالمية بالاونصة : 4730.100098 سعر الجرام عيار ٢١ : 7070 7140 للتواصل 00971505541834 لتحميل تطبيق سوق الدهب لمعرفه باقى العيارات لحظه بلحظه يمكن الضغط على زر التحميل من الاسفل للاندرويد او الايفون,ok
squirtgifs,https://t.me/s/squirtgifs,SquirtGIFs,unknown,unclear,False,0,0,False,True,True,,ok_no_text
starlink_destek1,https://t.me/s/starlink_destek1,star vpn,unknown,unclear,False,0,0,False,True,True,,ok_no_text
starlink_destek2,https://t.me/s/starlink_destek2,starlink_Destek2,unknown,unclear,False,0,0,False,True,True,,ok_no_text
sulasokcam,https://t.me/s/sulasokcam,Sulasok.cam Channel,unknown,unclear,False,15,0,False,False,True,Ang Pakay ni Bobot Ay Bumuo ng Pamilya Kasama si Charlotte https://sulasok.cam/watch/ang-pakay-ni-bobot-ay-bumuo-ng-pamilya-kasama-si-charlotte/,ok
sulaymaniya_bot,https://t.me/s/sulaymaniya_bot,Vip سلێمانی,unknown,unclear,False,0,0,False,True,True,,ok_no_text
sum_admine,https://t.me/s/sum_admine,,unknown,unclear,False,0,0,False,False,False,,not_crawled
tahlildollartala,https://t.me/s/tahlildollartala,یاهو یا من لاهو الاهو,unknown,unclear,False,0,0,False,True,True,,ok_no_text
taknrx,https://t.me/s/taknrx,Taknrx,unknown,unclear,False,3,0,True,False,True,,ok_no_text
teachingenglish25,https://t.me/s/teachingenglish25,Telegram: Contact @teachingenglish25,unknown,unclear,False,0,0,False,True,True,,ok_no_text
toofan_harirod,https://t.me/s/toofan_harirod,💰طوفان هریرود💰,unknown,market_price_channel,False,77,12,False,False,True,"هرات فردایی ⏳ 158,350 فروش 🔴",ok
toofanharir0d,https://t.me/s/toofanharir0d,,unknown,unclear,False,0,0,False,False,False,,not_crawled
toofanharirod_ads,https://t.me/s/toofanharirod_ads,تبلیغات مجموعه طوفان🔖,unknown,unclear,False,11,0,False,True,True,Channel created,ok
trade98_iq,https://t.me/s/trade98_iq,Gold matrix,unknown,unclear,False,15,0,False,False,True,خلال ساعتين كسرنا السوگ,ok
tradewith_x_crypto,https://t.me/s/tradewith_x_crypto,Trade with X,unknown,unclear,False,15,0,False,False,True,SIGNAL 🚨 COIN = TAO/USDT DIRECTION = LONG STOPLIMIT ENTRY = 335 TAKE PROFIT = 355 STOPLOSS = 320 LEVERAGE = 20X,ok
tradewithxcrypto,https://t.me/s/tradewithxcrypto,,unknown,unclear,False,0,0,False,False,False,,not_crawled
tradgroup,https://t.me/s/tradgroup,اخبار و تحلیل بازار ارز ،سکه ،طلا و‌بورس,unknown,unclear,False,15,0,False,False,True,وضعیت انس در تایم هفتگی اگر پایان هفته بالای ۲۳۵۰ برگرده شانس ادامه حرکت در کانال بالاتر هست اما درصورت تثبیت زیر ۲۳۵۰ شانس برگشت به کانال بلند مدتی بالا خواهد رفت,ok
tsepress,https://t.me/s/tsepress,اخبار بورس | Tse Press,unknown,unclear,False,15,0,False,False,True,⭕️ ⭕️ حمله دشمن به پتروشیمی پارس جنوبی در عسلویه دقایقی پیش صدای چند انفجار از پتروشیمی پارس جنوبی در عسلویه به گوش رسید. فارس @TsePress,ok
tsepressadmin,https://t.me/s/tsepressadmin,,unknown,unclear,False,0,0,False,False,False,,not_crawled
v2ray_almasbot,https://t.me/s/v2ray_almasbot,ربات | 𝗩𝟮𝗿𝗮𝘆 𝘃𝗽𝗻,unknown,unclear,False,0,0,False,True,True,,ok_no_text
vaniagroup,https://t.me/s/vaniagroup,⚜مجموعه اتاقهای معاملاتی طلا،سکه،دلار، وانیا⚜,Tehran,aggregator,False,15,0,False,False,True,https://t.me/DOLARTALAA,ok
vpn_meliiii,https://t.me/s/vpn_meliiii,,unknown,unclear,False,0,0,False,False,False,,not_crawled
wasmo_soomaaliyaa,https://t.me/s/wasmo_soomaaliyaa,Wasmo Somali,unknown,unclear,False,10,0,False,False,True,Channel created,ok
xmalay69,https://t.me/s/xmalay69,XMALAY,unknown,unclear,False,0,0,False,True,True,,ok_no_text
zaban_kourdi,https://t.me/s/zaban_kourdi,Telegram: Contact @zaban_kourdi,unknown,unclear,False,0,0,False,True,True,,ok_no_text
zarbanexch,https://t.me/s/zarbanexch,Zarban - زربان: نرخ ارز در تورنتو,Tehran,dealer_network_channel,False,56,8,False,True,True,🔸 تهدید تازه ترامپ علیه ایران: یک تمدن کامل امشب از بین خواهد رفت ● رئیس‌جمهور آمریکا ساعاتی پیش از پایان ضرب‌الاجلی که به حکومت ایران برای باز شدن تنگه هرمز داده بود، در پیامی تازه تهدید کرد که «یک تمدن کامل امشب از بین خواهد رفت و هرگز دو,ok
zarbanexchadmin,https://t.me/s/zarbanexchadmin,Zarban corp,unknown,unclear,False,0,0,False,True,True,,ok_no_text
zarscan,https://t.me/s/zarscan,زر اسکن | قیمت لحظه ای طلا و دلار,unknown,aggregator,False,95,20,False,False,True,"طلای ۱۸: ۱۸,۰۷۶,۱۰۰ تومان طلای ۱۸ (غیر رسمی): ۱۷,۹۰۰,۶۵۷ تومان طلای ۱۸ (بر اساس انس): ۱۸,۱۶۶,۴۲۵ تومان سکه امامی: ۱۸۵,۵۰۵,۰۰۰ تومان سکه بهار آزادی: ۱۷۹,۰۱۰,۰۰۰ تومان نیم سکه: ۹۸,۵۰۰,۰۰۰ تومان ربع سکه: ۵۶,۰۰۰,۰۰۰ تومان دلار بازار آزاد: ۱۵۹,۱",ok
zoomnews,https://t.me/s/zoomnews,,unknown,unclear,False,0,0,False,False,False,,not_crawled
zoomnewskrd,https://t.me/s/zoomnewskrd,zoomnews,unknown,unclear,False,13,0,False,False,True,دیمەنێک چاو تێر نابێت لە جوانییەکەى ئەمە تاڤگەی بێنی بێستان لە نزیک سۆران.. ببینە چەند جوانە,ok
